"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.286855150E1,1.925226159E0,-3.518123478E-3,-9.393896931E-1,2.142186065E0
1.287848050E1,2.331276695E0,-1.650313760E-1,-9.602309239E-1,2.526683559E0
1.288841050E1,2.761610132E0,-2.993275939E-1,-8.356976558E-1,2.900771984E0
1.289833950E1,3.180716915E0,-9.373393670E-2,-6.506110610E-1,3.247928709E0
1.290826950E1,3.570109318E0,1.404052426E-1,-6.236442871E-1,3.626889352E0
1.291819850E1,4.579679632E0,3.306626764E-1,-3.443783440E-1,4.604497777E0
1.292812750E1,6.536652079E0,9.149845845E-1,-1.734776790E-1,6.602659441E0
1.293805750E1,8.893077648E0,1.121011520E0,-6.107921071E-1,8.984239750E0
1.294798650E1,1.152789325E1,2.903785765E-1,-1.473634585E0,1.162532758E1
1.295791650E1,1.402166991E1,-1.446268446E0,-2.520025985E0,1.431954785E1
1.296784550E1,1.682981628E1,-3.200841862E0,-3.173190379E0,1.742289419E1
1.297777550E1,2.045327501E1,-4.461049859E0,-3.187089211E0,2.117533853E1
1.298770450E1,2.373819398E1,-5.254260038E0,-3.097647277E0,2.450927418E1
1.299763450E1,2.583625214E1,-5.880061217E0,-3.703727551E0,2.675452565E1
1.300756350E1,2.539709584E1,-6.699694671E0,-4.063127246E0,2.657832555E1
1.301749250E1,2.131358052E1,-6.796437439E0,-4.473460867E0,2.281385826E1
1.302742250E1,1.445518716E1,-6.053959749E0,-4.912985542E0,1.642377214E1
1.303735150E1,5.514459381E0,-5.257132190E0,-5.179474150E0,9.212689813E0
1.304728150E1,-5.652837832E0,-3.919704401E0,-5.421051865E0,8.758222506E0
1.305721050E1,-1.577451080E1,-5.143345374E0,-5.206850229E0,1.738966595E1
1.306714050E1,-2.115555367E1,-8.316533414E0,-1.598251760E0,2.278764112E1
1.307706950E1,-2.126832074E1,-8.023847526E0,6.099347591E0,2.353562485E1
1.308699963E1,-1.909817810E1,-3.370776275E0,1.413740736E1,2.399935054E1
1.309692863E1,-2.282014137E1,-1.385296166E0,1.754247025E1,2.881694223E1
1.310685763E1,-3.026578931E1,-2.964878059E0,1.499063541E1,3.390468484E1
1.311678763E1,-3.441398185E1,-9.779073492E-1,1.044300904E1,3.597686600E1
1.312671663E1,-3.442459338E1,2.302137095E0,6.580883927E0,3.512350349E1
1.313664663E1,-2.984678953E1,3.087991769E0,3.061433716E0,3.016187850E1
1.314657563E1,-2.213336016E1,2.952620248E0,2.392120774E-1,2.233071474E1
1.315650563E1,-1.513738883E1,2.389140448E0,-1.162423548E0,1.536879179E1
1.316643463E1,-1.068908911E1,1.665072425E0,-1.182952391E0,1.088248449E1
1.317636363E1,-8.281604487E0,1.944689640E0,-4.509893113E-1,8.518813417E0
1.318629363E1,-6.938351117E0,2.437254408E0,7.225579798E-2,7.354328397E0
1.319622263E1,-6.231320418E0,2.171746818E0,2.673978496E-1,6.604342511E0
1.320615263E1,-5.378107574E0,1.663616907E0,5.227114047E-1,5.653750039E0
1.321608163E1,-3.913607510E0,1.217870282E0,8.583091311E-1,4.187627769E0
1.322601163E1,-2.699749514E0,5.400178474E-1,8.672584409E-1,2.886590362E0
1.323594063E1,-1.910473049E0,6.093821973E-3,1.979529543E-1,1.920710748E0
1.324587063E1,-9.043069839E-1,-3.698869684E-1,-6.438472943E-1,1.170096931E0
1.325579963E1,5.544949687E-1,-1.076062512E0,-1.257253692E0,1.745297122E0
1.326572863E1,2.036735485E0,-1.713561630E0,-1.326295860E0,2.973826761E0
1.327565863E1,2.726712195E0,-1.812932283E0,-8.513120605E-1,3.383255101E0
1.328558763E1,2.649074619E0,-1.570846007E0,5.359557867E-2,3.080263950E0
1.329551763E1,2.522823293E0,-1.381703198E0,1.178899248E0,3.108624219E0
1.330544663E1,2.343366982E0,-1.465335631E0,2.014863390E0,3.420270721E0
1.331537663E1,2.025930415E0,-2.040090471E0,2.482470489E0,3.798555371E0
1.332530563E1,1.757629756E0,-2.056052054E0,2.723656440E0,3.838608708E0
1.333523563E1,1.143252282E0,-1.419401075E0,2.704836007E0,3.261573702E0
1.334516463E1,2.843354791E-1,-7.744688295E-1,2.331210767E0,2.472891480E0
1.335509363E1,2.922625494E-1,-2.375904983E-1,1.600996882E0,1.644705949E0
1.336502363E1,5.474426419E-1,-1.363880593E-1,6.962332302E-1,8.961226812E-1
1.337495263E1,1.133362302E0,-3.729605573E-1,-1.505927002E-1,1.202617082E0
1.338488263E1,2.295213992E0,-6.982629450E-1,-4.054085112E-1,2.433091546E0
1.339481163E1,3.666814663E0,-9.444364250E-1,-2.780288185E-1,3.796681440E0
1.340474163E1,4.779218790E0,-1.264541661E0,-2.846693552E-1,4.951871817E0
1.341467063E1,5.922732443E0,-1.608864018E0,-4.770503515E-1,6.155873622E0
1.342459963E1,6.919373978E0,-1.686307027E0,-8.572361670E-1,7.173299205E0
1.343452963E1,7.096612440E0,-1.515774298E0,-1.226673192E0,7.359633617E0
1.344445863E1,6.645645348E0,-1.168223694E0,-1.554455238E0,6.924281896E0
1.345438863E1,5.488977215E0,-6.641685614E-1,-1.922867246E0,5.853837134E0
1.346431763E1,3.996664284E0,1.617589818E-1,-1.918903126E0,4.436404014E0
1.347424763E1,2.803263357E0,1.043778280E0,-1.962740287E0,3.577723855E0
1.348417663E1,2.004837170E0,1.279526759E0,-2.020915259E0,3.121002930E0
1.349410663E1,2.087458327E0,1.060417409E0,-2.022237899E0,3.093770106E0
1.350403563E1,2.614552658E0,5.579136895E-1,-2.074377959E0,3.383814003E0
1.351396463E1,3.040283167E0,-2.218831229E-1,-1.985284227E0,3.637843773E0
1.352389463E1,3.229321311E0,-8.341475590E-1,-1.446728914E0,3.635566370E0
1.353382363E1,3.252676844E0,-8.226943253E-1,-5.650651266E-1,3.402356713E0
1.354375363E1,3.042650705E0,-6.478273478E-1,2.305621451E-1,3.119384953E0
1.355368263E1,2.670565476E0,-4.730998264E-1,9.412653337E-1,2.870840266E0
1.356361263E1,2.265975575E0,-2.256664176E-1,1.110898907E0,2.533706183E0
1.357354163E1,1.822063149E0,-5.398471087E-2,8.605047606E-1,2.015762116E0
1.358347063E1,1.152201446E0,1.381087486E-1,2.759932566E-1,1.192817872E0
1.359340063E1,8.154626352E-1,4.066696094E-1,-6.429370290E-1,1.115225315E0
1.360332963E1,5.010297829E-1,2.704538968E-1,-1.507098784E0,1.611062662E0
1.361325963E1,1.946637493E-1,3.084830180E-2,-1.844934533E0,1.855432301E0
1.362318863E1,-2.610664845E-2,-1.249973908E-2,-1.796169485E0,1.796402689E0
1.363311863E1,-1.474884135E-1,3.005074158E-2,-1.370165765E0,1.378408540E0
1.364304763E1,-3.062759864E-1,1.371651542E-1,-6.578988844E-1,7.385460050E-1
1.365297763E1,-3.573163319E-1,3.290105456E-1,7.933940738E-2,4.921561152E-1
1.366290663E1,-1.615340102E-1,3.233326069E-1,4.598687468E-1,5.849072366E-1
1.367283563E1,5.214722335E-2,1.479351407E-1,3.480566812E-1,3.817690297E-1
1.368276563E1,1.543758488E-1,4.815576777E-2,-3.682371765E-2,1.658519425E-1
1.369269463E1,8.065006077E-2,9.591465577E-2,-4.370906259E-1,4.547001966E-1
1.370262463E1,-1.793767887E-1,1.393083049E-1,-7.351850420E-1,7.694672717E-1
1.371255363E1,-3.910249454E-1,1.812642699E-1,-8.741941157E-1,9.746653761E-1
1.372248363E1,-3.533969432E-1,1.653491722E-1,-8.180969520E-1,9.063731964E-1
1.373241263E1,-2.895418400E-1,5.478709504E-2,-7.522723603E-1,8.079293329E-1
1.374234263E1,-3.575443733E-1,7.896752447E-2,-6.075533344E-1,7.093623213E-1
1.375227163E1,-3.750421661E-1,2.575506999E-1,-2.531296201E-1,5.206376801E-1
1.376220063E1,-3.926890630E-1,2.991764434E-1,1.739667986E-1,5.234268731E-1
1.377213063E1,-2.636217177E-1,1.764056723E-1,3.729178727E-1,4.895744183E-1
1.378205963E1,-8.520504177E-2,1.922886103E-2,3.291022007E-1,3.404965591E-1
1.379198963E1,1.879733652E-1,2.442981318E-2,3.256581907E-1,3.768077215E-1
1.380191863E1,4.034362453E-1,-5.923887268E-2,4.056428383E-1,5.751662024E-1
1.381184863E1,5.724810040E-1,-2.770258749E-1,3.991309404E-1,7.508550745E-1
1.382177763E1,8.427884281E-1,-3.712926391E-1,3.090051743E-1,9.714086453E-1
1.383170663E1,8.158456278E-1,-3.121872291E-1,2.551707369E-1,9.100423393E-1
1.384163663E1,4.230372816E-1,-3.021265098E-1,3.299273890E-1,6.157053286E-1
1.385156563E1,-2.842506945E-2,-2.707271080E-1,4.054750232E-1,4.883760293E-1
1.386149563E1,-4.483434463E-1,-9.883943304E-2,4.308523777E-1,6.296148431E-1
1.387142463E1,-7.687989306E-1,1.198240668E-2,2.744533923E-1,8.164067849E-1
1.388135463E1,-8.902672344E-1,1.921526626E-2,1.786511493E-1,9.082187007E-1
1.389128363E1,-7.466613722E-1,1.280575311E-1,1.520020254E-1,7.726619906E-1
1.390121363E1,-5.017185849E-1,1.392774609E-1,3.983342573E-2,5.222130325E-1
1.391114263E1,-2.094408327E-1,3.793381155E-2,-1.764585896E-1,2.764815913E-1
1.392107163E1,7.400236130E-2,-5.920642063E-2,-2.153956372E-1,2.353232463E-1
1.393100163E1,2.911363757E-1,-8.358828664E-2,-1.745943511E-1,3.496149000E-1
1.394093063E1,2.462999260E-1,-1.043059950E-1,3.005878150E-2,2.691596636E-1
1.395086063E1,1.949461699E-2,-5.179507479E-2,2.319347790E-1,2.384460349E-1
1.396078963E1,-2.240237886E-1,-8.785733879E-3,2.401159108E-1,3.285110311E-1
1.397071963E1,-4.340452498E-1,-4.751593620E-2,1.721692184E-1,4.693562430E-1
1.398064863E1,-4.976576936E-1,1.437757239E-2,9.355135739E-2,5.065784748E-1
1.399057863E1,-5.912283468E-1,5.100760102E-2,-1.342362839E-1,6.084177129E-1
1.400050763E1,-6.020176291E-1,1.802965558E-1,-3.837308362E-1,7.363297009E-1
1.401043663E1,-4.190524042E-1,3.317357866E-1,-5.134270495E-1,7.411213698E-1
1.402036663E1,-4.513641179E-2,2.561260258E-1,-5.232762457E-1,5.843422508E-1
1.403029563E1,4.653196675E-1,2.289374962E-2,-3.743084867E-1,5.976230919E-1
1.404022563E1,1.031003283E0,-1.469259113E-1,-2.057325286E-1,1.061546451E0
1.405015463E1,1.409889994E0,-2.636766815E-1,-9.070522517E-2,1.437199577E0
1.406008463E1,1.591975213E0,-3.398699945E-1,-2.611512691E-2,1.628059793E0
1.407001363E1,1.740514956E0,-3.056966735E-1,-1.983960271E-2,1.767268054E0
1.407994263E1,1.828360015E0,-2.139484513E-1,-1.613799360E-1,1.847895497E0
1.408987300E1,1.846204548E0,-1.269190782E-1,-4.277904832E-1,1.899364205E0
1.409980200E1,2.022457754E0,-4.933602825E-2,-7.694789618E-1,2.164455424E0
1.410973200E1,2.289143413E0,-1.061355887E-1,-1.124448221E0,2.552611629E0
1.411966100E1,2.692917042E0,-2.589147091E-1,-1.276145022E0,2.991218003E0
1.412959100E1,3.257090322E0,-4.641464236E-1,-1.295984479E0,3.536049355E0
1.413952000E1,3.971174517E0,-4.029763618E-1,-1.162056928E0,4.157281960E0
1.414945000E1,4.913529333E0,1.711497563E-1,-9.539681174E-1,5.008205060E0
1.415937900E1,6.127214836E0,1.034741993E0,-1.064049992E0,6.304415518E0
1.416930800E1,7.791944615E0,1.545648600E0,-1.760850987E0,8.136585689E0
1.417923800E1,1.028994648E1,1.209210483E0,-2.765799662E0,1.072356453E1
1.418916700E1,1.254589817E1,-1.415428184E-1,-3.932645752E0,1.314858539E1
1.419909700E1,1.479754748E1,-1.722254101E0,-4.831260471E0,1.566124671E1
1.420902600E1,1.726994556E1,-2.889898336E0,-5.047703637E0,1.822311290E1
1.421895600E1,1.938188735E1,-4.138366001E0,-4.405366532E0,2.030248469E1
1.422888500E1,2.107870957E1,-5.335100133E0,-3.001856436E0,2.194963399E1
1.423881500E1,2.158964395E1,-5.777230328E0,-2.104959189E0,2.244816182E1
1.424874400E1,1.950561443E1,-5.745450711E0,-1.881000159E0,2.042100291E1
1.425867300E1,1.432402476E1,-5.414712313E0,-2.432072314E0,1.550521752E1
1.426860300E1,7.444148719E0,-4.091663705E0,-3.162964184E0,9.064292827E0
1.427853200E1,-2.081053287E-1,-3.171849028E0,-3.922440898E0,5.048710398E0
1.428846200E1,-8.012495742E0,-3.618627174E0,-4.071268032E0,9.688641496E0
1.429839100E1,-1.487944008E1,-4.096739965E0,-2.736900383E0,1.567391588E1
1.430832100E1,-2.006318386E1,-4.981580983E0,3.601209489E-1,2.067552135E1
1.431825000E1,-2.141237274E1,-4.623020656E0,4.306652376E0,2.232508188E1
1.432817900E1,-1.883198712E1,-1.546800502E-1,8.023004358E0,2.047037527E1
1.433810900E1,-2.037910892E1,6.096918073E-1,1.014106584E1,2.277105665E1
1.434803800E1,-2.582439165E1,-2.526595624E0,1.083959060E1,2.812080393E1
1.435796800E1,-3.047199722E1,-1.132764862E0,1.098043599E1,3.240980940E1
1.436789700E1,-3.333844266E1,1.362063717E0,1.019982919E1,3.489044987E1
1.437782700E1,-3.356039361E1,2.553599528E0,8.671533664E0,3.475653012E1
1.438775600E1,-2.993285587E1,3.051398724E0,7.036565044E0,3.089984049E1
1.439768600E1,-2.348498850E1,2.948295940E0,5.039445029E0,2.419985826E1
1.440761500E1,-1.590197776E1,2.266722557E0,2.894896828E0,1.632149979E1
1.441754400E1,-9.038849319E0,1.512436708E0,1.089085431E0,9.228996093E0
1.442747400E1,-3.924069933E0,1.393923440E0,-2.017244084E-1,4.169177393E0
1.443740300E1,-6.545858520E-1,1.527604970E0,-8.724146618E-1,1.877010102E0
1.444733300E1,1.076678224E0,9.599225564E-1,-1.188060080E0,1.868735954E0
1.445726200E1,1.583130130E0,-3.497431643E-2,-1.385593789E0,2.104137438E0
1.446719200E1,1.436203634E0,-7.207829844E-1,-1.261300111E0,2.042813491E0
1.447712100E1,7.648929906E-1,-1.054970801E0,-1.233360799E0,1.794213905E0
1.448705100E1,-1.052276623E-1,-9.218219530E-1,-1.164256650E0,1.488731716E0
1.449698000E1,-4.593367964E-1,-7.065844099E-1,-1.243061768E0,1.501817026E0
1.450690900E1,-4.412028265E-1,-1.156548558E0,-1.285991587E0,1.784947860E0
1.451683900E1,4.615558147E-2,-1.352478814E0,-8.020426905E-1,1.573086698E0
1.452676800E1,1.121103029E0,-8.053270715E-1,3.085739422E-1,1.414440374E0
1.453669800E1,2.453173599E0,-3.593426844E-1,1.388172265E0,2.841515460E0
1.454662700E1,3.688448777E0,-6.220849809E-1,1.802240503E0,4.152073570E0
1.455655700E1,4.849967760E0,-1.086698889E0,1.890316235E0,5.317555568E0
1.456648600E1,5.887338662E0,-1.214685669E0,1.832827873E0,6.284542609E0
1.457641500E1,6.654711456E0,-1.402409943E0,1.496512985E0,6.963583081E0
1.458634500E1,7.225216101E0,-1.662228924E0,8.031118539E-1,7.457328031E0
1.459627400E1,7.801831087E0,-1.839000486E0,-2.115163019E-1,8.018430659E0
1.460620400E1,8.743116447E0,-1.757437967E0,-1.355430197E0,9.020413762E0
1.461613300E1,9.376785640E0,-1.414213571E0,-2.472409769E0,9.799842806E0
1.462606300E1,8.892943747E0,-1.027315591E0,-3.072170958E0,9.464568675E0
1.463599200E1,7.422763113E0,-7.078111558E-1,-2.956151090E0,8.021049690E0
1.464592200E1,5.806966344E0,-2.580689093E-1,-2.435618065E0,6.302356150E0
1.465585100E1,4.375574384E0,2.334345898E-1,-1.593772062E0,4.662644344E0
1.466578000E1,3.151684320E0,4.362398560E-1,-7.442068572E-1,3.267608164E0
1.467571000E1,2.209182154E0,4.017798753E-1,9.139198065E-3,2.245439018E0
1.468563900E1,1.847827735E0,2.912243763E-1,3.988530515E-1,1.912684692E0
1.469556900E1,2.181930036E0,1.981203309E-1,2.369202612E-1,2.203679096E0
1.470549800E1,2.789983161E0,-1.141467127E-1,-6.449204046E-1,2.865825856E0
1.471542800E1,3.282170200E0,-4.583793148E-1,-1.511637978E0,3.642499443E0
1.472535700E1,3.463343838E0,-7.835735290E-1,-1.800696399E0,3.981362272E0
1.473528700E1,3.353334907E0,-8.904979071E-1,-1.624384721E0,3.830987764E0
1.474521600E1,2.896460373E0,-8.097905436E-1,-1.011917971E0,3.173203649E0
1.475514500E1,2.052363923E0,-7.363715883E-1,-1.770364407E-1,2.187643182E0
1.476507500E1,1.037711794E0,-5.009729187E-1,6.207146859E-1,1.308856888E0
1.477500400E1,-6.918016255E-2,-1.829007594E-1,1.081810617E0,1.099341982E0
1.478493400E1,-8.883587033E-1,1.692108196E-1,1.184046552E0,1.489892521E0
1.479486300E1,-1.297409445E0,4.087874709E-1,8.887633306E-1,1.624893450E0
1.480479300E1,-1.143108441E0,4.176041950E-1,5.009192705E-2,1.218030940E0
1.481472200E1,-4.447210962E-1,2.487333910E-1,-1.012505763E0,1.133495952E0
1.482465100E1,1.486625344E-1,-8.669257343E-2,-1.688349021E0,1.697097100E0
1.483458100E1,6.323541534E-1,-3.281700084E-1,-1.736022832E0,1.876524075E0
1.484451000E1,7.650877029E-1,-2.970946884E-1,-1.255910586E0,1.500311917E0
1.485444000E1,3.391086870E-1,-2.236640386E-1,-4.886478652E-1,6.354502655E-1
1.486436900E1,-2.250464666E-1,-1.451199988E-1,2.391891271E-1,3.590503651E-1
1.487429900E1,-6.369857329E-1,9.135587409E-2,5.979174154E-1,8.784087632E-1
1.488422800E1,-9.494966054E-1,3.129070213E-1,4.942943752E-1,1.115249540E0
1.489415800E1,-1.080568961E0,3.211827318E-1,-2.086345017E-2,1.127485215E0
1.490408700E1,-9.056144214E-1,3.262490518E-1,-5.889271751E-1,1.128455201E0
1.491401600E1,-6.491666526E-1,2.970585819E-1,-1.046930660E0,1.267172029E0
1.492394600E1,-3.371329129E-1,2.623252438E-1,-1.241510210E0,1.312943538E0
1.493387500E1,-1.248865861E-1,1.720302008E-1,-1.096623369E0,1.117037986E0
1.494380500E1,-1.395771307E-1,5.693419263E-2,-7.192510870E-1,7.348778156E-1
1.495373400E1,-2.811516702E-1,1.463065450E-1,-2.804704696E-1,4.232204521E-1
1.496366400E1,-5.015653878E-1,1.444502002E-1,1.148001391E-1,5.344275166E-1
1.497359300E1,-5.744667184E-1,-2.635764018E-2,4.928238004E-1,7.573519882E-1
1.498352300E1,-5.406739050E-1,-1.002030037E-1,7.054535584E-1,8.944459942E-1
1.499345200E1,-4.356929952E-1,-1.051456551E-1,7.977911800E-1,9.150709053E-1
1.500338100E1,-3.203794706E-1,-5.207252517E-2,7.222767287E-1,7.918574530E-1
1.501331100E1,-2.721393567E-1,-3.744059891E-2,2.332214588E-1,3.603524341E-1
1.502324000E1,-4.031006151E-1,-1.074601293E-1,-2.067774260E-1,4.656121661E-1
1.503317000E1,-5.556696743E-1,-1.006218106E-1,-3.523052680E-1,6.655918701E-1
1.504309900E1,-6.982008183E-1,-5.261777803E-2,-2.032161793E-1,7.290746387E-1
1.505302900E1,-8.101276356E-1,-1.230321416E-1,2.414116538E-1,8.542384213E-1
1.506295800E1,-9.730228776E-1,-1.554051049E-1,8.127324240E-1,1.277285504E0
1.507288800E1,-1.008685046E0,-7.597331151E-2,1.299480967E0,1.646775106E0
1.508281700E1,-1.014508873E0,-5.499598682E-3,1.510163603E0,1.819300032E0
1.509274613E1,-8.950490874E-1,6.870624572E-2,1.386101182E0,1.651396349E0
1.510267613E1,-6.395532453E-1,8.016518041E-2,9.917156951E-1,1.182774209E0
1.511260513E1,-1.910636187E-1,7.042064935E-2,4.771292889E-1,5.187646215E-1
1.512253513E1,2.617453462E-1,2.077632666E-2,-4.684672236E-2,2.667150116E-1
1.513246413E1,5.020536304E-1,-6.620846137E-2,-3.298355877E-1,6.043450364E-1
1.514239413E1,7.708249909E-1,-5.609073177E-2,-3.522052807E-1,8.493326183E-1
1.515232313E1,1.015844377E0,-1.190953575E-1,-2.582069036E-1,1.054890661E0
1.516225213E1,1.147695581E0,-2.906427245E-1,-2.061356941E-1,1.201736354E0
1.517218213E1,1.098499448E0,-3.267644839E-1,-1.913931093E-1,1.161941215E0
1.518211113E1,7.676072681E-1,-2.297227773E-1,-5.311873823E-2,8.030037813E-1
1.519204113E1,3.866079587E-1,-1.507393192E-1,1.123191655E-1,4.298879517E-1
1.520197013E1,7.988524497E-2,-2.108219451E-1,1.936881414E-1,2.972248997E-1
1.521190013E1,-1.193855256E-1,-2.219391100E-1,3.109663305E-1,4.002623277E-1
1.522182913E1,-1.656083500E-1,-8.911741376E-2,1.823919055E-1,2.619825304E-1
1.523175913E1,-1.099738473E-1,-6.949503511E-2,-1.034144408E-1,1.661877058E-1
1.524168813E1,6.065667629E-2,-1.246395412E-1,-4.184402007E-1,4.408020521E-1
1.525161713E1,2.773924953E-1,-1.241876976E-1,-6.152747288E-1,6.862449800E-1
1.526154713E1,4.813211578E-1,-1.385607384E-1,-5.833755362E-1,7.688928088E-1
1.527147613E1,6.620106465E-1,-1.686968493E-1,-3.725696710E-1,7.781547936E-1
1.528140613E1,8.430568153E-1,-8.403516009E-2,-1.686421779E-1,8.638558248E-1
1.529133513E1,8.518165290E-1,-4.589771926E-2,-1.201044407E-1,8.614656560E-1
1.530126513E1,7.280140167E-1,-1.162487867E-1,-1.665228546E-1,7.558095329E-1
1.531119413E1,6.208772385E-1,-1.333178325E-1,-2.282304217E-1,6.747972400E-1
1.532112413E1,4.013236463E-1,-1.844321452E-1,-2.407962343E-1,5.030494128E-1
1.533105313E1,1.607639319E-1,-1.580658804E-1,-2.050637533E-1,3.047638549E-1
1.534098213E1,-6.216642737E-2,-4.349422127E-2,-1.806485581E-1,1.959344623E-1
1.535091213E1,-3.566246063E-1,9.510496259E-2,-9.500439048E-2,3.811192699E-1
1.536084113E1,-4.524195403E-1,2.319986598E-1,-8.062915698E-2,5.147891603E-1
1.537077113E1,-3.822687399E-1,2.207372148E-1,-2.964971030E-1,5.317563724E-1
1.538070013E1,-2.013044322E-1,8.990678787E-2,-3.307126701E-1,3.974639293E-1
1.539063013E1,1.584595442E-2,2.957083136E-2,-2.593064725E-1,2.614677323E-1
1.540055913E1,1.225921386E-1,-1.761225209E-2,-1.187687905E-1,1.715955987E-1
1.541048913E1,1.890586084E-1,-1.303714205E-1,1.069429430E-1,2.533311228E-1
1.542041813E1,3.308670366E-1,-1.942760789E-1,3.175738303E-1,4.980655865E-1
1.543034713E1,3.616192979E-1,-1.599106769E-1,4.038342945E-1,5.651743789E-1
1.544027713E1,1.688038534E-1,-8.347353503E-2,3.800266251E-1,4.241259338E-1
1.545020613E1,-1.678858405E-1,4.869298071E-2,6.567227170E-2,1.867337920E-1
1.546013613E1,-3.668098712E-1,1.533638419E-1,-2.894911154E-1,4.918079457E-1
1.547006513E1,-4.504765105E-1,1.303942247E-1,-5.157953180E-1,6.971201837E-1
1.547999513E1,-4.611815929E-1,1.249500284E-1,-6.490701735E-1,8.059733627E-1
1.548992413E1,-3.299449307E-1,1.386905466E-1,-5.891043457E-1,6.893059228E-1
1.549985313E1,-1.762777644E-1,5.027933031E-2,-3.879778151E-1,4.291021397E-1
1.550978313E1,2.819527388E-3,-6.250234991E-2,-3.128377318E-2,6.995118258E-2
1.551971213E1,1.665895128E-1,-7.139464930E-2,2.914094406E-1,3.431744801E-1
1.552964213E1,2.261931056E-1,-1.138749634E-1,5.051617178E-1,5.650833474E-1
1.553957113E1,2.681381071E-1,-7.706951827E-2,5.847268277E-1,6.478759281E-1
1.554950113E1,3.359242934E-1,1.485017359E-2,4.412440494E-1,5.547629851E-1
1.555943013E1,2.976349711E-1,5.451549187E-2,1.274929824E-1,3.283488625E-1
1.556936013E1,2.762674910E-1,1.323011479E-1,-2.361824888E-1,3.867938577E-1
1.557928913E1,3.714923215E-1,2.074950255E-1,-5.355040893E-1,6.839776021E-1
1.558921813E1,2.767574877E-1,2.468532188E-1,-6.649895105E-1,7.614080822E-1
1.559914813E1,3.592997074E-2,2.516621152E-1,-5.779566291E-1,6.313942098E-1
1.560907713E1,6.332476079E-2,2.238274683E-1,-3.645540154E-1,4.324446682E-1
1.561900713E1,1.387748927E-1,1.018453404E-1,7.409065425E-2,1.874042936E-1
1.562893613E1,3.405441785E-1,6.297129661E-2,6.011759225E-1,6.937926286E-1
1.563886613E1,6.438170350E-1,1.015282752E-1,1.054414950E0,1.239596407E0
1.564879513E1,9.435412163E-1,1.192482622E-1,1.401993037E0,1.694129467E0
1.565872513E1,1.302925708E0,1.435387655E-1,1.797553813E0,2.224728858E0
1.566865413E1,1.700289620E0,3.401147005E-1,2.217037888E0,2.814590521E0
1.567858313E1,2.042671579E0,7.701549000E-1,2.550643761E0,3.357294944E0
1.568851313E1,2.367428859E0,1.347996777E0,3.126053050E0,4.146567543E0
1.569844213E1,2.556822513E0,1.651097287E0,3.765907427E0,4.842057658E0
1.570837213E1,2.784085659E0,1.689581322E0,4.714346271E0,5.729823624E0
1.571830113E1,2.875851862E0,1.389536275E0,5.848161732E0,6.663507382E0
1.572823113E1,2.975348083E0,1.056882475E0,7.163343204E0,7.828357596E0
1.573816013E1,3.150566917E0,1.070947221E0,8.794490669E0,9.402981760E0
1.574809013E1,3.140039590E0,1.229428693E0,1.082653727E1,1.133954377E1
1.575801913E1,2.767511142E0,1.238870776E0,1.318539645E1,1.352954538E1
1.576794813E1,1.920522659E0,1.300971861E0,1.517214234E1,1.534844742E1
