"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.965036079E1,7.893600798E-1,2.407833266E0,-3.599425795E0,4.401887825E0
1.966028979E1,1.462182228E0,2.264496814E0,-3.678826014E0,4.560667005E0
1.967021979E1,2.054996340E0,2.359970882E0,-3.229745234E0,4.497079807E0
1.968014879E1,2.415802290E0,2.904661678E0,-2.350417701E0,4.449452049E0
1.969007779E1,2.385942898E0,3.448205397E0,-1.555893507E0,4.472543860E0
1.970000779E1,1.891608177E0,3.271423894E0,-1.124928862E0,3.942823955E0
1.970993679E1,9.807640064E-1,2.700298275E0,-7.310259175E-1,2.964440538E0
1.971986679E1,2.950505018E-1,2.487837063E0,-1.427260025E-1,2.509334327E0
1.972979579E1,-1.481783849E-1,2.441590411E0,5.207445475E-1,2.500898929E0
1.973972579E1,-5.091118044E-1,2.323008293E0,1.169068763E0,2.649959270E0
1.974965479E1,-9.054162008E-1,2.071157605E0,1.647816561E0,2.797279346E0
1.975958479E1,-9.936565322E-1,1.834088532E0,1.881802689E0,2.809344302E0
1.976951379E1,-8.138458800E-1,1.750340178E0,1.951225657E0,2.744688948E0
1.977944279E1,-7.393593693E-1,1.668141775E0,1.724683912E0,2.510753642E0
1.978937279E1,-8.450390214E-1,1.606536534E0,1.050638087E0,2.097353326E0
1.979930179E1,-6.807901490E-1,1.582155837E0,9.151009440E-2,1.724838084E0
1.980923179E1,-2.475833899E-1,1.236377670E0,-6.416858710E-1,1.414810247E0
1.981916079E1,3.491144425E-1,7.129208913E-1,-9.393130946E-1,1.229815507E0
1.982909079E1,8.458909607E-1,2.671948050E-1,-9.683424738E-1,1.313244733E0
1.983901979E1,9.276631021E-1,1.039833748E-1,-8.740567061E-1,1.278806670E0
1.984894979E1,4.453332996E-1,2.240981944E-1,-6.782609358E-1,8.417717301E-1
1.985887879E1,-3.326200318E-1,5.307880175E-1,-3.195795715E-1,7.032091493E-1
1.986880779E1,-8.764882708E-1,7.530332293E-1,4.156420156E-2,1.156295082E0
1.987873779E1,-1.108311076E0,7.129170907E-1,2.363384633E-1,1.338827878E0
1.988866679E1,-1.050306112E0,6.183540188E-1,2.797457072E-1,1.250504811E0
1.989859679E1,-8.240206200E-1,5.524399647E-1,1.347270115E-1,1.001174942E0
1.990852579E1,-6.368331206E-1,4.138336180E-1,-2.249776156E-1,7.921045476E-1
1.991845579E1,-4.443492132E-1,2.635986212E-1,-6.672140837E-1,8.438631938E-1
1.992838479E1,-1.587536591E-1,2.170974693E-1,-9.294368550E-1,9.675675185E-1
1.993831479E1,1.603546268E-1,-4.733408779E-2,-9.618201971E-1,9.762439315E-1
1.994824379E1,3.962476784E-1,-2.388925271E-1,-7.662081756E-1,8.950736453E-1
1.995817279E1,5.479864329E-1,-2.923274535E-1,-2.050215071E-1,6.540476199E-1
1.996810279E1,5.453060693E-1,-3.212648852E-1,4.923202090E-1,8.018410215E-1
1.997803179E1,3.788861257E-1,-3.620321113E-1,1.022051196E0,1.148568933E0
1.998796179E1,3.866792947E-1,-3.177473465E-1,1.457910691E0,1.541423964E0
1.999789079E1,4.592169285E-1,-1.979117315E-1,1.581672711E0,1.658836281E0
2.000782079E1,5.196870786E-1,-2.356053686E-1,1.405275663E0,1.516701764E0
2.001774979E1,5.486372280E-1,-2.652253166E-1,9.968941355E-1,1.168394280E0
2.002767979E1,4.357081980E-1,-8.402697399E-2,4.662410425E-1,6.436480994E-1
2.003760879E1,2.540685368E-1,9.350150988E-2,-5.542780370E-2,2.763432560E-1
2.004753779E1,-2.143513244E-1,2.151146784E-1,-6.123631078E-1,6.835271691E-1
2.005746779E1,-4.390294164E-1,3.877825181E-1,-1.173442334E0,1.311521643E0
2.006739679E1,-5.158787870E-1,3.650807033E-1,-1.475232775E0,1.604907032E0
2.007732679E1,-4.151341850E-1,1.332283701E-1,-1.229947341E0,1.304935497E0
2.008725579E1,-2.020634007E-1,-6.527480721E-2,-5.651240373E-1,6.037015785E-1
2.009718550E1,6.765228510E-4,-1.668067369E-1,2.229081398E-1,2.784115370E-1
2.010711450E1,1.403191423E-1,-2.221196428E-1,8.049955344E-1,8.467847471E-1
2.011704450E1,2.232905477E-1,-2.777573615E-1,1.090670903E0,1.147419208E0
2.012697350E1,2.111640072E-1,-3.361279227E-1,1.150219532E0,1.216789707E0
2.013690250E1,1.235733014E-1,-2.635242154E-1,9.786506765E-1,1.021015435E0
2.014683250E1,-1.937007129E-2,-1.126343304E-1,5.688791192E-1,5.802457619E-1
2.015676150E1,-1.098060322E-1,3.611269623E-2,3.562562317E-2,1.209573336E-1
2.016669150E1,-1.626438117E-1,1.347271577E-1,-4.665700945E-1,5.121445788E-1
2.017662050E1,-3.003474945E-1,1.881008345E-1,-7.626359653E-1,8.409543133E-1
2.018655050E1,-3.379883605E-1,2.490504563E-1,-8.089371425E-1,9.113953929E-1
2.019647950E1,-1.767677611E-1,2.444966447E-1,-6.890315071E-1,7.521900481E-1
2.020640950E1,4.673971832E-2,1.054893252E-1,-4.790096073E-1,4.927096537E-1
2.021633850E1,2.075621223E-1,-1.562757553E-1,-2.080594280E-1,3.328556323E-1
2.022626750E1,3.054176152E-1,-2.988123080E-1,1.303873542E-1,4.467321090E-1
2.023619750E1,2.727749491E-1,-3.428320478E-1,4.576352566E-1,6.335376973E-1
2.024612650E1,2.020020050E-1,-2.729521197E-1,6.501070310E-1,7.334485813E-1
2.025605650E1,1.088178527E-1,-8.400387749E-2,6.146160400E-1,6.298022333E-1
2.026598550E1,1.167940396E-1,8.647447228E-3,3.829704058E-1,4.004771626E-1
2.027591550E1,9.731287122E-2,-1.242240965E-3,-6.349871546E-2,1.162042380E-1
2.028584450E1,2.604759157E-2,8.951926365E-2,-5.325563617E-1,5.406555780E-1
2.029577450E1,7.327321351E-2,2.549883038E-1,-8.839621818E-1,9.229177308E-1
2.030570350E1,-1.669321597E-2,2.853299443E-1,-1.038776864E0,1.077380719E0
2.031563250E1,-7.993845463E-2,3.619176520E-1,-9.065815508E-1,9.794205694E-1
2.032556250E1,-1.914407641E-1,5.108327861E-1,-5.479495955E-1,7.732066093E-1
2.033549150E1,-1.894263983E-1,5.657127057E-1,-6.692839980E-2,6.003271079E-1
2.034542150E1,-3.825833201E-3,6.052223419E-1,3.278163980E-1,6.883112021E-1
2.035535050E1,2.823585355E-1,7.659212235E-1,4.456277069E-1,9.300245783E-1
2.036528050E1,5.166354167E-1,9.559558783E-1,2.353251408E-1,1.111819103E0
2.037520950E1,6.114784241E-1,1.344456727E0,-2.083532506E-1,1.491603443E0
2.038513950E1,7.157021195E-1,2.134345687E0,-6.208047330E-1,2.335178698E0
2.039506850E1,6.776186192E-1,3.162986988E0,-1.092584404E0,3.414292659E0
2.040499750E1,4.815205479E-1,3.983530853E0,-1.468969384E0,4.272967487E0
2.041492750E1,3.227932012E-1,4.719892940E0,-1.299101922E0,4.906042256E0
2.042485650E1,-4.118252456E-2,5.459286223E0,-4.723727252E-1,5.479839236E0
2.043478650E1,-8.070631099E-1,6.088376461E0,7.244219260E-1,6.184211018E0
2.044471550E1,-1.656403928E0,6.842292473E0,2.091261356E0,7.343978099E0
2.045464550E1,-1.925684581E0,8.161734812E0,3.427855917E0,9.059380356E0
2.046457450E1,-1.789403526E0,9.756466402E0,4.465706874E0,1.087810367E1
2.047450450E1,-8.517422694E-1,1.135823044E1,4.942684135E0,1.241631950E1
2.048443350E1,5.657783407E-1,1.261484971E1,4.810199093E0,1.351268121E1
2.049436250E1,2.167810180E0,1.356988246E1,4.185939240E0,1.436534713E1
2.050429250E1,3.380233269E0,1.381831545E1,3.109084430E0,1.456153236E1
2.051422150E1,4.162821688E0,1.290677429E1,1.824232466E0,1.368363004E1
2.052415150E1,4.919650784E0,1.119561469E1,4.418487976E-1,1.223682894E1
2.053408050E1,5.689284697E0,9.268697519E0,-6.727456959E-1,1.089629757E1
2.054401050E1,6.013531516E0,7.136664113E0,-1.359235564E0,9.430909674E0
2.055393950E1,5.845907046E0,4.790015966E0,-2.119090448E0,7.849167247E0
2.056386950E1,4.743099954E0,2.134733504E0,-2.966746829E0,5.987960509E0
2.057379850E1,1.527079305E0,-1.358620437E0,-3.970314392E0,4.465558987E0
2.058372750E1,-1.645198324E0,-6.058011870E0,-4.083450998E0,7.488708660E0
2.059365750E1,-3.596883718E0,-1.078367133E1,-2.842109334E0,1.171762456E1
2.060358650E1,-4.821924514E0,-1.436199190E1,-6.631913455E-1,1.516435261E1
2.061351650E1,-4.945679079E0,-1.651279896E1,4.699330475E-1,1.724392960E1
2.062344550E1,-3.830460103E0,-1.754047868E1,6.752902579E-1,1.796654764E1
2.063337550E1,-3.957106116E0,-1.828819606E1,2.526165269E-2,1.871142545E1
2.064330450E1,-7.325477139E0,-1.933128086E1,-1.001164357E0,2.069694096E1
2.065323450E1,-1.089000412E1,-2.036681340E1,-2.151911600E0,2.319547373E1
2.066316350E1,-1.286674191E1,-2.043127311E1,-3.135086998E0,2.434786928E1
2.067309250E1,-1.374507439E1,-1.925152367E1,-2.841231083E0,2.382479439E1
2.068302250E1,-1.287706809E1,-1.695252244E1,-1.393497325E0,2.133421511E1
2.069295150E1,-1.046827486E1,-1.420334524E1,2.546560358E-1,1.764609431E1
2.070288150E1,-7.264720475E0,-1.212984539E1,1.625427426E0,1.423205280E1
2.071281050E1,-3.517501334E0,-1.049821260E1,2.313887660E0,1.131102823E1
2.072274050E1,1.818484068E-3,-9.095294831E0,2.159663693E0,9.348183708E0
2.073266950E1,2.393765888E0,-8.038966087E0,1.267236058E0,8.482981675E0
2.074259950E1,3.699269049E0,-7.003221881E0,-1.267870773E-1,7.921223591E0
2.075252850E1,4.441343865E0,-6.011061652E0,-1.634599076E0,7.650510548E0
2.076245750E1,5.066371458E0,-4.594258203E0,-2.524976238E0,7.290461795E0
2.077238750E1,5.385460448E0,-3.066805845E0,-2.714647635E0,6.765928917E0
2.078231650E1,5.380103813E0,-1.567078646E0,-2.317252148E0,6.063902212E0
2.079224650E1,5.612883807E0,1.288609385E-1,-1.464679135E0,5.802271516E0
2.080217550E1,5.219563245E0,1.476694432E0,-3.706925686E-1,5.437083768E0
2.081210550E1,4.240145268E0,2.240641344E0,6.354015760E-1,4.837668931E0
2.082203450E1,3.207447461E0,2.656677462E0,1.414993297E0,4.398620282E0
2.083196350E1,2.241797923E0,3.151501302E0,1.576922579E0,4.176637787E0
2.084189350E1,1.450312380E0,3.256211486E0,1.016783293E0,3.706773193E0
2.085182250E1,1.282465716E0,3.273136544E0,3.955816805E-2,3.515637353E0
2.086175250E1,1.692146203E0,3.457097257E0,-1.015712376E0,3.980772770E0
2.087168150E1,2.286610399E0,3.382757804E0,-1.780766750E0,4.454522162E0
2.088161150E1,3.210799085E0,3.583101831E0,-2.054467751E0,5.231509079E0
2.089154050E1,4.014290131E0,4.166587295E0,-1.850645508E0,6.074525804E0
2.090147050E1,4.293588234E0,4.697709188E0,-1.113258405E0,6.460860300E0
2.091139950E1,4.087595505E0,5.217251841E0,-2.681720209E-1,6.633254858E0
2.092132950E1,3.188426469E0,5.549532734E0,3.487361276E-1,6.409757702E0
2.093125850E1,1.617452116E0,5.689030927E0,4.313637167E-1,5.930202264E0
2.094118750E1,-4.297469616E-2,5.871882716E0,1.052200609E-1,5.872982609E0
2.095111750E1,-1.796906088E0,6.132572055E0,-5.872820610E-1,6.417336809E0
2.096104650E1,-3.142647448E0,6.112392730E0,-1.467709162E0,7.027926298E0
2.097097650E1,-3.679272741E0,5.930056665E0,-2.219306023E0,7.323109939E0
2.098090550E1,-3.729713162E0,5.405818114E0,-2.930716286E0,7.191851479E0
2.099083550E1,-3.394328567E0,4.526819633E0,-3.378693697E0,6.590078414E0
2.100076450E1,-2.541978772E0,3.801230457E0,-3.375533277E0,5.683769345E0
2.101069450E1,-1.617570230E0,3.252938215E0,-2.851546156E0,4.618382396E0
2.102062350E1,-7.954499549E-1,2.615044994E0,-1.903330091E0,3.330745620E0
2.103055250E1,-1.840364349E-1,1.915490691E0,-9.228580065E-1,2.134160467E0
2.104048250E1,2.851441491E-1,1.355998984E0,1.583469853E-2,1.385745709E0
2.105041150E1,5.927609020E-1,9.149417536E-1,8.319845277E-1,1.371379653E0
2.106034150E1,7.042749059E-1,5.586273421E-1,1.373733736E0,1.641710092E0
2.107027050E1,5.970890111E-1,1.227862662E-1,1.791909642E0,1.892757755E0
2.108020050E1,3.391829467E-1,-1.419044687E-1,2.124200330E0,2.155785006E0
2.109012950E1,-5.784708917E-2,-1.015453783E-1,2.237057439E0,2.240107974E0
2.110005992E1,-4.819128960E-1,-6.226685330E-2,1.996207264E0,2.054497662E0
2.110998892E1,-7.222036386E-1,-1.222989008E-1,1.645208556E0,1.800901527E0
2.111991792E1,-6.438141114E-1,-1.718525916E-1,1.366269180E0,1.520105719E0
2.112984792E1,-4.844581890E-1,-2.492841987E-1,9.912290606E-1,1.131095663E0
2.113977692E1,-3.420194310E-1,-2.471493803E-1,5.850892089E-1,7.213802671E-1
2.114970692E1,-1.241504216E-1,-2.690640137E-2,2.483455744E-1,2.789494685E-1
2.115963592E1,1.137926638E-2,2.110090560E-1,-7.128749907E-2,2.230161809E-1
2.116956592E1,1.180856895E-1,2.116038640E-1,-5.114736409E-1,5.659732420E-1
2.117949492E1,3.543336672E-1,1.495023407E-1,-7.999126960E-1,8.875604874E-1
2.118942492E1,5.451815236E-1,2.766171545E-2,-9.291269526E-1,1.077620044E0
2.119935392E1,6.821192211E-1,-1.389583491E-1,-8.586101165E-1,1.105353964E0
2.120928292E1,7.349511534E-1,-2.175300170E-1,-5.299445567E-1,9.318335363E-1
2.121921292E1,6.241165960E-1,-2.163102879E-1,1.066283628E-2,6.606249784E-1
2.122914192E1,3.187820113E-1,-2.023028442E-1,5.998062122E-1,7.087424805E-1
2.123907192E1,-5.931064725E-2,3.097898707E-2,1.127301078E0,1.129285248E0
2.124900092E1,-3.934030080E-1,2.988199094E-1,1.307385087E0,1.397610472E0
2.125893092E1,-7.674973404E-1,3.918264525E-1,9.996953903E-1,1.319837494E0
2.126885992E1,-9.940921497E-1,4.707830134E-1,4.526480202E-1,1.189430989E0
2.127878992E1,-8.097873276E-1,4.921116096E-1,2.093946397E-2,9.478226698E-1
2.128871892E1,-3.135084075E-1,3.784791595E-1,-4.583217198E-1,6.720065435E-1
2.129864792E1,7.148279607E-2,4.177060828E-2,-8.286027905E-1,8.327287423E-1
2.130857792E1,3.159063506E-1,-3.169357529E-1,-9.214897580E-1,1.024396636E0
2.131850692E1,4.047097689E-1,-3.716950737E-1,-6.656337275E-1,8.631427947E-1
2.132843692E1,3.394425631E-1,-2.952484301E-1,-1.788306588E-1,4.841211559E-1
2.133836592E1,4.989312172E-2,-2.553005451E-1,3.705041420E-1,4.527041100E-1
2.134829592E1,-3.579671270E-1,-1.793523766E-1,8.967325008E-1,9.820574917E-1
2.135822492E1,-7.397815382E-1,-8.101755828E-3,1.161894814E0,1.377440351E0
2.136815492E1,-8.653300291E-1,1.676899588E-1,9.538983893E-1,1.298783322E0
2.137808392E1,-8.333480984E-1,1.964855956E-1,5.112761512E-1,9.972356518E-1
2.138801292E1,-5.349617600E-1,2.380649999E-1,3.568029463E-2,5.866277459E-1
2.139794292E1,-8.578450084E-3,2.115414450E-1,-4.419196951E-1,4.900167239E-1
2.140787192E1,3.677009869E-1,-9.871269464E-3,-7.618138468E-1,8.459679633E-1
2.141780192E1,6.716421801E-1,-2.151224260E-1,-9.277382389E-1,1.165366516E0
2.142773092E1,8.670567119E-1,-3.468299353E-1,-8.132056099E-1,1.238297908E0
2.143766092E1,7.382320261E-1,-4.044038133E-1,-3.212898821E-1,9.009751145E-1
2.144758992E1,4.225455308E-1,-2.078828421E-1,4.337359321E-1,6.402240705E-1
2.145751992E1,1.894796079E-1,-2.040137395E-2,9.068259645E-1,9.266348082E-1
2.146744892E1,-8.488402963E-3,2.582422793E-3,1.077043090E0,1.077079635E0
2.147737892E1,-1.331375921E-1,-6.588876486E-2,1.003793119E0,1.014725369E0
2.148730792E1,-8.622070312E-2,-9.587430999E-2,6.234538141E-1,6.366479021E-1
2.149723692E1,-7.576295793E-2,-9.171065390E-2,1.054928336E-1,1.589956218E-1
2.150716692E1,-1.317716825E-1,-1.041666850E-1,-3.692885059E-1,4.056950520E-1
2.151709592E1,-2.436487985E-1,-1.375573562E-1,-6.357790138E-1,6.946234358E-1
2.152702592E1,-3.161764920E-1,-1.128967242E-1,-6.108086255E-1,6.969938460E-1
2.153695492E1,-2.322806418E-1,-3.130496934E-2,-4.154803401E-1,4.770306182E-1
2.154688492E1,-2.766797197E-1,-1.574158162E-2,-1.111912376E-1,2.986016678E-1
2.155681392E1,-3.922832662E-1,-1.638755277E-2,2.041338998E-1,4.425215948E-1
2.156674292E1,-5.614245039E-1,8.926973373E-2,3.378771172E-1,6.613074212E-1
2.157667292E1,-8.249555898E-1,2.069931883E-1,3.778599393E-1,9.306857895E-1
2.158660192E1,-8.735213935E-1,3.059343629E-1,3.492978989E-1,9.892646165E-1
2.159653192E1,-7.235806578E-1,3.869928516E-1,1.967697702E-1,8.438310128E-1
2.160646092E1,-4.688578176E-1,3.783923283E-1,-3.806668952E-2,6.037031391E-1
2.161639092E1,-1.879996777E-1,4.056751442E-1,-2.720921405E-1,5.234026503E-1
2.162631992E1,7.411170423E-2,4.911497426E-1,-4.924446085E-1,6.994442843E-1
2.163624992E1,2.661699343E-1,5.549925667E-1,-6.716592832E-1,9.110375271E-1
2.164617892E1,3.832417166E-1,5.337648350E-1,-7.503553507E-1,9.974027595E-1
2.165610892E1,5.075505978E-1,5.378477995E-1,-6.896738237E-1,1.011206135E0
2.166603792E1,6.045026958E-1,6.149379292E-1,-5.877504230E-1,1.043562516E0
2.167596692E1,4.553373009E-1,6.430107039E-1,-5.451902944E-1,9.581374014E-1
2.168589692E1,2.796623844E-1,6.379259652E-1,-5.240425234E-1,8.716542621E-1
2.169582592E1,1.460640317E-1,7.138978149E-1,-5.212583716E-1,8.959325206E-1
2.170575592E1,-3.846356928E-2,7.578815943E-1,-4.301817021E-1,8.723074309E-1
2.171568492E1,-2.385722458E-2,8.211436437E-1,-2.444805649E-1,8.570978925E-1
2.172561492E1,1.215086496E-1,8.949296580E-1,-1.150474763E-1,9.104391064E-1
2.173554392E1,2.720206583E-1,1.034898260E0,-3.255174190E-2,1.070546245E0
2.174547292E1,2.470132864E-1,1.226222518E0,3.196965158E-3,1.250858684E0
2.175540292E1,9.417525530E-2,1.408527300E0,-5.792982727E-2,1.412860219E0
2.176533192E1,-1.300876844E-1,1.628117437E0,-1.850661296E-1,1.643757484E0
2.177526192E1,-3.835714996E-1,1.978452778E0,-2.827502990E-1,2.035030767E0
2.178519092E1,-5.269165760E-1,2.430496489E0,-4.271591301E-1,2.523374563E0
2.179512092E1,-5.295308661E-1,2.782473290E0,-5.438694084E-1,2.884155765E0
2.180504992E1,-3.215319568E-1,3.102674713E0,-4.760202183E-1,3.155403052E0
2.181497992E1,7.993377686E-2,3.472285400E0,-2.790691844E-1,3.484398789E0
2.182490892E1,3.227166027E-1,3.847283127E0,-2.513191760E-2,3.860876206E0
2.183483892E1,5.037154090E-1,4.500781397E0,3.325168285E-1,4.541071442E0
2.184476792E1,5.850361454E-1,5.553246886E0,6.669003806E-1,5.623662008E0
2.185469692E1,5.754028577E-1,6.920828181E0,8.866308510E-1,7.001076019E0
2.186462692E1,5.866078770E-1,8.287104378E0,1.029690583E0,8.371407914E0
2.187455592E1,7.808903879E-1,9.486501040E0,1.026353870E0,9.573760705E0
2.188448592E1,1.143637029E0,1.042277768E1,1.086955144E0,1.054152131E1
2.189441492E1,1.158497728E0,1.133944918E1,1.250841489E0,1.146690146E1
2.190434492E1,8.493630373E-1,1.186450108E1,1.357779023E0,1.197210789E1
2.191427392E1,9.776760918E-1,1.214058789E1,1.609757034E0,1.228580655E1
2.192420392E1,1.731341844E0,1.227821147E1,1.918988203E0,1.254729203E1
2.193413292E1,2.804417013E0,1.152848732E1,2.009632471E0,1.203367764E1
2.194406192E1,4.041970266E0,1.004298114E1,1.674878059E0,1.095464332E1
2.195399192E1,4.815494331E0,7.847778507E0,7.223726231E-1,9.235715206E0
2.196392092E1,4.616815884E0,4.930447083E0,-5.453525546E-1,6.776555670E0
2.197385092E1,3.594590440E0,2.160911196E0,-2.122445873E0,4.700573807E0
2.198377992E1,2.185231959E0,-7.344725588E-1,-3.357742538E0,4.072974786E0
2.199370992E1,8.350420368E-1,-4.117629143E0,-4.096775048E0,5.868196551E0
2.200363892E1,-1.379727132E0,-7.857834549E0,-4.122877019E0,8.980385608E0
2.201356892E1,-3.556792284E0,-1.178501637E1,-3.036190116E0,1.267895235E1
2.202349792E1,-4.250979574E0,-1.467831574E1,-1.387192272E0,1.534431760E1
2.203342692E1,-3.715628974E0,-1.603537380E1,-1.192510396E-1,1.646066014E1
2.204335692E1,-2.244391748E0,-1.766769655E1,3.180242121E-2,1.780971104E1
2.205328592E1,-1.727192659E0,-1.996613178E1,-9.945288637E-1,2.006536071E1
2.206321592E1,-4.601454663E0,-2.234054104E1,-2.806367644E0,2.298148947E1
2.207314492E1,-8.774677379E0,-2.319011809E1,-3.651787904E0,2.506216461E1
2.208307492E1,-1.137578846E1,-2.211759840E1,-2.990387707E0,2.505073134E1
2.209300354E1,-1.254333709E1,-2.033661136E1,-1.374022734E0,2.393326149E1
2.210293354E1,-1.285979776E1,-1.815910241E1,1.031515938E0,2.227535462E1
2.211286254E1,-1.196477147E1,-1.549808017E1,3.316700347E0,1.985816574E1
2.212279154E1,-9.473136059E0,-1.304080299E1,4.552790042E0,1.674905211E1
2.213272154E1,-6.117459342E0,-1.165066723E1,4.452719623E0,1.389201454E1
2.214265054E1,-2.884798102E0,-1.089557652E1,3.096915790E0,1.168873539E1
2.215258054E1,-2.979296708E-1,-1.019681320E1,9.544754364E-1,1.024572032E1
2.216250954E1,1.905553787E0,-9.308430519E0,-1.071564834E0,9.561708276E0
2.217243954E1,4.167117053E0,-7.738296411E0,-2.745978186E0,9.207958084E0
2.218236854E1,5.727638338E0,-5.936980938E0,-3.795992521E0,9.080921914E0
2.219229854E1,6.459984557E0,-4.526332853E0,-4.243151906E0,8.956753188E0
2.220222754E1,6.723115693E0,-3.550476999E0,-4.140908078E0,8.657556887E0
2.221215654E1,6.396537589E0,-2.623167946E0,-3.356825110E0,7.685374293E0
2.222208654E1,5.550568861E0,-1.668004804E0,-2.138883419E0,6.177853752E0
2.223201554E1,4.386581767E0,-6.317399034E-1,-7.901995938E-1,4.501734144E0
2.224194554E1,3.275067587E0,1.172398898E0,3.689832813E-1,3.498104563E0
2.225187454E1,2.561337149E0,3.899614538E0,1.438172391E0,4.882190222E0
2.226180454E1,2.545611647E0,6.653954827E0,2.447293054E0,7.532894317E0
2.227173354E1,3.322870329E0,8.804691721E0,3.029908453E0,9.886577201E0
2.228166354E1,4.254446973E0,1.026298263E1,3.121763533E0,1.154012734E1
2.229159254E1,4.591277000E0,1.036751915E1,2.480817188E0,1.160688295E1
2.230152154E1,3.936947256E0,8.756049904E0,1.245007283E0,9.680806100E0
2.231145154E1,2.735689425E0,7.643857446E0,4.655801609E-2,8.118788145E0
2.232138054E1,2.062811728E0,7.829830479E0,-8.522322661E-1,8.141728158E0
2.233131054E1,9.644029123E-1,7.857399516E0,-1.461295205E0,8.050104584E0
2.234123954E1,-1.620994359E-1,7.705010551E0,-1.814210338E0,7.917374753E0
2.235116954E1,-9.086830401E-1,7.575844388E0,-1.914977013E0,7.866782063E0
2.236109854E1,-1.477057545E0,7.373603817E0,-1.728988339E0,7.716290100E0
2.237102854E1,-1.716192293E0,6.871961246E0,-1.449849865E0,7.229884645E0
2.238095754E1,-1.235350022E0,6.497662261E0,-1.255787795E0,6.732214161E0
2.239088754E1,-8.542682666E-1,6.015213175E0,-1.241417093E0,6.201103144E0
2.240081654E1,-7.025605023E-1,5.468641183E0,-1.205529807E0,5.643839984E0
2.241074554E1,-1.083210148E0,4.682806098E0,-1.214906402E0,4.957621883E0
2.242067554E1,-1.813757764E0,3.797609861E0,-1.107660280E0,4.351835151E0
2.243060454E1,-2.528626070E0,2.860356448E0,-7.293764180E-1,3.886846893E0
2.244053454E1,-3.005470015E0,2.076871651E0,-9.649557665E-2,3.654525586E0
2.245046354E1,-3.209981645E0,1.439986928E0,6.270312868E-1,3.573613402E0
2.246039354E1,-3.106384186E0,1.088967755E0,1.325952336E0,3.548749509E0
2.247032254E1,-2.848613777E0,9.313760841E-1,1.818611099E0,3.505625221E0
2.248025254E1,-2.416616807E0,6.408631678E-1,2.042000172E0,3.228081023E0
2.249018154E1,-1.694056488E0,3.112918742E-1,1.823913646E0,2.508663191E0
2.250011054E1,-1.018639346E0,-2.969523087E-2,1.218235806E0,1.588271514E0
2.251004054E1,-4.704786658E-1,-5.494426820E-1,4.929606253E-1,8.753557070E-1
2.251996954E1,1.343216532E-1,-1.087628743E0,-1.331878781E-1,1.103955434E0
2.252989954E1,7.151437104E-1,-1.624790810E0,-5.763078605E-1,1.866415402E0
2.253982854E1,1.283056285E0,-1.956280429E0,-6.596874015E-1,2.430731169E0
2.254975854E1,1.499146571E0,-1.907378703E0,-4.676842815E-1,2.470680583E0
2.255968754E1,1.479524485E0,-1.703377827E0,-1.743436517E-1,2.262937125E0
2.256961754E1,1.396246101E0,-1.569204985E0,7.113781035E-2,2.101658404E0
2.257954654E1,1.056289567E0,-1.506596947E0,2.659506637E-1,1.859115856E0
2.258947554E1,4.655880547E-1,-1.297076885E0,2.295866834E-1,1.397100829E0
2.259940554E1,7.601965070E-2,-9.333789016E-1,-1.394970238E-2,9.365734117E-1
2.260933454E1,4.235723019E-2,-7.243959059E-1,-2.411333263E-1,7.646494912E-1
2.261926454E1,2.452719855E-1,-8.407673380E-1,-4.786929806E-1,9.980957034E-1
2.262919354E1,7.238812047E-1,-9.462867764E-1,-5.126062466E-1,1.297007257E0
2.263912354E1,1.165317920E0,-8.292480308E-1,-3.614289710E-1,1.475211528E0
2.264905254E1,1.208746945E0,-6.516251144E-1,-5.625255346E-2,1.374353963E0
2.265898254E1,1.123596867E0,-3.613973960E-1,3.165504214E-1,1.221999250E0
2.266891154E1,9.565635502E-1,-4.129727617E-2,5.743000728E-1,1.116485497E0
2.267884054E1,6.003201824E-1,8.768733099E-2,6.406798576E-1,8.823514432E-1
2.268877054E1,1.480924308E-1,1.028914073E-1,5.828310142E-1,6.100901580E-1
2.269869954E1,-1.335381263E-1,2.422289483E-1,4.616049314E-1,5.381323325E-1
2.270862954E1,-1.667970890E-1,5.234782670E-1,2.195499377E-1,5.916527192E-1
2.271855854E1,-3.887275743E-1,5.751838794E-1,-4.284313381E-2,6.955437846E-1
2.272848854E1,-5.206249720E-1,5.455617388E-1,-3.979072644E-1,8.526536010E-1
2.273841754E1,-4.416121316E-1,5.476629357E-1,-6.691291930E-1,9.709221610E-1
2.274834754E1,-2.396569043E-1,5.193423852E-1,-7.594597578E-1,9.507528957E-1
2.275827654E1,-1.084822226E-1,3.080661115E-1,-6.206182069E-1,7.013131115E-1
2.276820554E1,8.449694395E-2,8.592673436E-2,-2.159837209E-1,2.473299515E-1
2.277813554E1,3.032494676E-1,8.047245160E-2,2.525867061E-1,4.027854257E-1
2.278806454E1,2.625616175E-1,3.954954341E-2,6.229307806E-1,6.771598975E-1
2.279799454E1,1.119782728E-1,-1.096537122E-1,8.933972490E-1,9.070400844E-1
2.280792354E1,-5.392945468E-2,-1.438828741E-1,9.774435188E-1,9.894475731E-1
2.281785354E1,-2.099840391E-1,-6.663253069E-2,8.295976943E-1,8.583504676E-1
